price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
"41,32",3,2021,7,25,North Central Positronics,Europe,Spain,Various,Various
20,72,2021,7,25,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"91,67",205,2021,7,26,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
71,453,2021,7,26,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
333,418,2021,7,27,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
130,320,2021,7,27,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
35,157,2021,7,28,Western Gas & Electric,South America,Ecuador,Sports,Ice axe
"49,95",96,2021,7,28,Keedsler Motors,Europe,Netherlands,Books,Build your own bicycle
145,458,2021,7,28,Industrial Automation,Europe,Germany,Sports,Climbing glasses
28,119,2021,7,29,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
"157,8",288,2021,7,29,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"146,5",282,2021,7,30,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
"49,95",358,2021,7,30,Globo-Chem,North America,Canada,Books,Bicycle Wheel
35,247,2021,7,31,Western Gas & Electric,South America,Ecuador,Sports,Ice axe
144,427,2021,7,31,Omni Consimer Products,Europe,Germany,Sports,Road bike
333,325,2021,8,1,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
"120,75",193,2021,8,2,Three Waters,South America,Ecuador,Sports,Snowboard table
"49,95",494,2021,8,3,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
"115,54",121,2021,8,3,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
"168,38",305,2021,8,3,ABC Telecom,South America,Guatemala,Sports,Snowboard boots
"42,07",7,2021,8,4,Virtucon,South America,Brazil,Sports,Trial Bike
111,304,2021,8,4,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
88,228,2021,8,5,General Products,Europe,Austria,Sports,Snowboard boots
"47,9592",44,2021,8,6,Demo Company,South America,Uruguay,Books,Build your own bicycle
"45,75",143,2021,8,6,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
20,4,2021,8,6,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
270,307,2021,8,7,Praxis Corporation,Europe,Spain,Various,Various
"39,96",157,2021,8,7,General Products,Europe,Spain,Sports,Mountain Bike
"41,32",398,2021,8,7,Praxis Corporation,Europe,Spain,Various,Various
14,471,2021,8,8,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
"155,4",394,2021,8,8,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
"49,95",16,2021,8,9,Gringotts,South America,Ecuador,Books,Build your own bicycle
217,188,2021,8,10,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
14,260,2021,8,11,Foo Bars,South America,Brazil,Sports,Termic Jacket 
"49,95",424,2021,8,11,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
250,291,2021,8,11,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
36,420,2021,8,12,Thrift Bank,South America,Ecuador,Sports,Paddle Tennis Set
14,358,2021,8,12,Foo Bars,South America,Brazil,Sports,Termic Jacket 
49,212,2021,8,12,Tessier-Ashpool,Europe,Portugal,Sports,Tent for extreme weather
155,365,2021,8,13,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle horn
"155,8",497,2021,8,13,Gringotts,South America,Ecuador,Sports,Rafting Boat
"49,95",198,2021,8,14,Smith and Co.,Europe,Spain,Books,Build your own bicycle
"45,3",306,2021,8,14,Foo Bars,South America,Brazil,Sports,Trial Bike
20,97,2021,8,15,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
58,385,2021,8,15,LuthorCorp,Europe,Malta,Sports,Trial Bike
25,91,2021,8,15,Corellian Engineering Corporation,Europe,Spain,Sports,Trial Bike
180,248,2021,8,16,Omni Consimer Products,Europe,Estonia,Sports,Mountain Bike
79,122,2021,8,16,Gizmonic Institute,South America,Chile,Videos,Extreme mountain bike sessions (2012)
"197,29",55,2021,8,16,Ankh-Sto Associates,Europe,Spain,Sports,Mountain Bike
"44,03",285,2021,8,17,123 Warehousing,North America,United States of America,Sports,Trial Bike
55,436,2021,8,17,LuthorCorp,Europe,Italy,Sports,Trial Bike
14,9,2021,8,18,Thatherton Fuels,South America,Ecuador,Sports,Termic Jacket 
"236,5",464,2021,8,18,Powell Motors,Europe,Spain,Sports,Mountain Bike
20,263,2021,8,19,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
89,408,2021,8,19,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
140,404,2021,8,19,ZiffCorp,North America,United States of America,Sports,Snowboard glasses
"49,5",458,2021,8,20,Fake Brothers,North America,United States of America,Sports,Trial Bike
"171,25",221,2021,8,20,ZiffCorp,North America,United States of America,Sports,Mountain Bike
14,231,2021,8,20,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
"49,5",269,2021,8,21,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
150,174,2021,8,22,Transworld Consortium,North America,Canada,Sports,Mountain Bike
80,480,2021,8,23,General Products,Europe,Slovakia (Slovak Republic),Sports,Snowboard boots
"155,8",44,2021,8,24,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
"49,95",309,2021,8,24,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
99,55,2021,8,24,General Products,Europe,Hungary,Sports,Snowboard boots
"155,8",377,2021,8,25,Thatherton Fuels,South America,Ecuador,Sports,Rafting Boat
"236,5",125,2021,8,25,Industrial Automation,Europe,Spain,Sports,Mountain Bike
20,203,2021,8,26,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
35,211,2021,8,26,Western Gas & Electric,South America,Ecuador,Sports,Ice axe
"44,8709",160,2021,8,27,Virtucon,South America,Brazil,Sports,Trial Bike
70,250,2021,8,28,Colonial Movers,Europe,Spain,Sports,Snowboard boots
"152,45",332,2021,8,29,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
"50,2403",61,2021,8,30,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
217,163,2021,8,31,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
"42,07",370,2021,9,1,Virtucon,South America,Brazil,Sports,Trial Bike
217,393,2021,9,1,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
125,34,2021,9,2,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
125,421,2021,9,2,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
"120,75",429,2021,9,2,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
55,61,2021,9,3,General Products,Europe,Czech Republic,Sports,Snowboard boots
240,310,2021,9,3,Powell Motors,Europe,Portugal,Sports,Mountain Bike
111,234,2021,9,3,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
55,76,2021,9,4,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
20,29,2021,9,4,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
47,148,2021,9,4,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
"137,699",197,2021,9,5,Mooby Corp,South America,Ecuador,Sports,Climbing boots
60,289,2021,9,6,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"45,75",40,2021,9,7,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
125,244,2021,9,7,Omni Consimer Products,Europe,Germany,Sports,Bicycle horn
60,426,2021,9,8,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
"241,5",311,2021,9,8,Demo Company,South America,Uruguay,Sports,Snowboard table
"45,99",170,2021,9,8,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"120,75",220,2021,9,9,Three Waters,South America,Ecuador,Sports,Snowboard table
20,409,2021,9,10,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
111,193,2021,9,10,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Gloves
"44,8709",463,2021,9,11,Virtucon,South America,Brazil,Sports,Trial Bike
125,22,2021,9,12,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
"155,51",134,2021,9,12,Colonial Movers,Europe,Spain,Sports,Mountain Bike
150,316,2021,9,12,Transworld Consortium,North America,Canada,Sports,Mountain Bike
"261,9",424,2021,9,13,Flowers By Irene,Europe,Denmark,Sports,Snowboard table
130,333,2021,9,13,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
99,104,2021,9,14,General Products,Europe,Hungary,Sports,Snowboard boots
60,322,2021,9,14,Chasers,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
20,45,2021,9,14,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
60,111,2021,9,15,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
20,368,2021,9,15,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
"257,75",377,2021,9,15,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
144,366,2021,9,16,Omni Consimer Products,Europe,Germany,Sports,Road bike
"41,32",413,2021,9,17,North Central Positronics,Europe,Spain,Various,Various
125,30,2021,9,18,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
"145,5",251,2021,9,19,Sto Plains Holdings,Europe,France,Sports,Tent for extreme weather
"115,24",251,2021,9,19,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
243,350,2021,9,19,Keedsler Motors,Europe,Italy,Sports,Mountain Bike
"114,18",212,2021,9,20,Smith and Co.,Europe,Spain,Sports,Snowboard boots
125,67,2021,9,21,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
125,182,2021,9,21,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
130,317,2021,9,22,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Termic Jacket 
125,455,2021,9,23,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
199,203,2021,9,24,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
"49,95",75,2021,9,24,ZiffCorp,North America,United States of America,Books,Bicycle Wheel
"41,32",101,2021,9,25,Praxis Corporation,Europe,Spain,Various,Various
"45,75",47,2021,9,25,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
,187,2021,9,25,,,,,
"157,8",191,2021,9,26,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"45,99",22,2021,9,26,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"49,95",134,2021,9,26,ZiffCorp,North America,United States of America,Books,Bicycle Wheel
"137,699",419,2021,9,27,Mooby Corp,South America,Ecuador,Sports,Climbing boots
20,175,2021,9,27,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
20,199,2021,9,27,Plow King,Europe,France,Videos,Best windsurf Videos of the year (2013)
"49,95",396,2021,9,28,Globo-Chem,North America,Canada,Books,Bicycle Wheel
345,296,2021,9,28,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
20,398,2021,9,28,Minuteman Cafe,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
340,14,2021,9,29,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
46,47,2021,9,29,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
88,150,2021,9,29,General Products,Europe,Austria,Sports,Snowboard boots
20,79,2021,9,30,Big T Burgers and Fries,Europe,Slovakia (Slovak Republic),Videos,Best windsurf Videos of the year (2013)
"155,8",213,2021,9,30,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
125,128,2021,10,1,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
49,317,2021,10,1,Sample Company,Europe,Switzerland,Sports,Tent for extreme weather
130,120,2021,10,2,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
"209,45",238,2021,10,2,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
47,491,2021,10,3,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
130,356,2021,10,3,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
14,464,2021,10,4,Colonial Movers,Europe,Spain,Sports,Mountain Bike
14,267,2021,10,4,Virtucon,South America,Brazil,Sports,Termic Jacket 
14,52,2021,10,5,Sirius Cybernetics Corporation,Europe,Spain,Sports,Mountain Bike
47,424,2021,10,6,LuthorCorp,Europe,Poland,Sports,Trial Bike
"49,95",354,2021,10,6,Globo-Chem,North America,Canada,Books,Bicycle Wheel
140,179,2021,10,7,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
10,94,2021,10,8,Central Perk,South America,Ecuador,Sports,Snowboard boots
70,437,2021,10,8,Colonial Movers,Europe,Spain,Sports,Snowboard boots
70,322,2021,10,9,Colonial Movers,Europe,Spain,Sports,Snowboard boots
"242,5",231,2021,10,9,Wentworth Industries,Europe,Ireland,Various,Various
"45,83",110,2021,10,10,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
"49,95",39,2021,10,10,Demo Company,South America,Uruguay,Books,Bicycle Wheel
340,341,2021,10,11,Omni Consimer Products,Europe,Finland,Sports,Mountain Bike
"236,5",368,2021,10,11,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"49,95",138,2021,10,12,Globex Corporation,Europe,Slovakia (Slovak Republic),Books,Bicycle Wheel
"167,24",411,2021,10,12,ZiffCorp,North America,United States of America,Sports,Snowboard boots
56,12,2021,10,13,Allied Biscuit,Europe,Poland,Videos,"Climb higher, faster, better (2022)"
"114,18",78,2021,10,13,Smith and Co.,Europe,Spain,Sports,Snowboard boots
28,133,2021,10,14,Fake Brothers,North America,United States of America,Sports,Termic Jacket 
195,85,2021,10,15,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
"190,05",54,2021,10,15,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
"49,95",33,2021,10,16,Gringotts,South America,Ecuador,Books,Build your own bicycle
"50,2403",86,2021,10,17,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
89,452,2021,10,18,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"49,95",456,2021,10,18,Flowers By Irene,Europe,Denmark,Books,Bicycle Wheel
"145,5",409,2021,10,18,Sto Plains Holdings,Europe,France,Sports,Tent for extreme weather
89,45,2021,10,19,LuthorCorp,Europe,Greece,Sports,Trial Bike
"101,58",281,2021,10,19,Kumatsu Motors,South America,Brazil,Sports,Snowboard boots
71,152,2021,10,19,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
49,378,2021,10,20,Water and Power,South America,Ecuador,Sports,Climbing equipment
"115,24",289,2021,10,20,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
,33,2021,10,20,,,,,
14,344,2021,10,21,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
145,117,2021,10,21,Industrial Automation,Europe,Germany,Sports,Climbing glasses
10,420,2021,10,21,Central Perk,South America,Ecuador,Sports,Snowboard boots
10,192,2021,10,22,Tip Top Cafe,South America,Brazil,Sports,Snowboard boots
"26,95",83,2021,10,23,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
"44,08",348,2021,10,23,Fake Brothers,North America,United States of America,Sports,Trial Bike
"140,1",124,2021,10,23,Acme Corp,Europe,Netherlands,Videos,"Climb higher, faster, better (2010)"
49,425,2021,10,24,Corellian Engineering Corporation,Europe,Spain,Videos,Extreme mountain bike sessions (2012)
156,175,2021,10,24,U.S. Robotics and Mechanical Men,South America,Argentina,Sports,Mountain Bike
190,372,2021,10,25,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
"39,96",189,2021,10,25,General Products,Europe,Spain,Sports,Mountain Bike
320,230,2021,10,25,Keedsler Motors,Europe,Netherlands,Sports,BMX Bike
"236,5",408,2021,10,26,Powell Motors,Europe,Spain,Sports,Mountain Bike
70,487,2021,10,26,Colonial Movers,Europe,Spain,Sports,Snowboard boots
60,395,2021,10,26,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
55,80,2021,10,27,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
"49,95",14,2021,10,28,Ankh-Sto Associates,Europe,Spain,Books,Build your own bicycle
195,458,2021,10,29,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
"108,25",208,2021,10,30,Thatherton Fuels,South America,Ecuador,Videos,"Climb higher, faster, better (2010)"
180,405,2021,10,31,Omni Consimer Products,Europe,Estonia,Sports,Mountain Bike
"50,2396",244,2021,10,31,Leeding Engines Ltd.,Europe,Spain,Books,Build your own bicycle
"49,95",40,2021,11,1,Smith and Co.,Europe,Spain,Books,Build your own bicycle
"49,95",280,2021,11,1,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
"110,37",415,2021,11,2,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
"120,75",230,2021,11,2,Three Waters,South America,Ecuador,Sports,Snowboard table
"261,9",366,2021,11,2,Flowers By Irene,Europe,Denmark,Sports,Snowboard table
14,298,2021,11,3,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
35,458,2021,11,3,Western Gas & Electric,South America,Ecuador,Sports,Ice axe
165,154,2021,11,3,Industrial Automation,Europe,Poland,Sports,Climbing glasses
25,100,2021,11,4,Incom Corporation,Europe,Spain,Sports,Trial Bike
49,197,2021,11,4,Water and Power,South America,Ecuador,Sports,Climbing equipment
47,35,2021,11,5,LuthorCorp,Europe,Poland,Sports,Trial Bike
"155,3",121,2021,11,6,The Legitimate Businessmens Club,South America,Brazil,Sports,Mountain Bike
998,101,2021,11,6,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
99,173,2021,11,7,General Products,Europe,Hungary,Sports,Snowboard boots
88,166,2021,11,7,General Products,Europe,Austria,Sports,Snowboard boots
"155,8",221,2021,11,8,Thrift Bank,South America,Ecuador,Sports,Rafting Boat
10,29,2021,11,8,Central Perk,South America,Ecuador,Sports,Snowboard boots
"94,52",288,2021,11,8,Bluth Company,South America,Brazil,Sports,Snowboard table
"236,5",168,2021,11,9,Powell Motors,Europe,Spain,Sports,Mountain Bike
"209,45",98,2021,11,9,Keedsler Motors,Europe,Netherlands,Sports,Snowboard glasses
"50,2403",187,2021,11,9,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
20,192,2021,11,10,Twój sport,Europe,Poland,Videos,Windsurfing na świecie
47,76,2021,11,10,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
"155,8",221,2021,11,10,Gringotts,South America,Ecuador,Sports,Rafting Boat
199,138,2021,11,11,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
"45,37",418,2021,11,11,Sombra Corporation,Europe,France,Sports,Trial Bike
,83,2021,11,11,,,,,
"115,8",29,2021,11,12,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
"49,3507",222,2021,11,12,Globo-Chem,North America,Canada,Books,Bicycle Wheel
89,373,2021,11,13,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"155,4",211,2021,11,13,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
47,149,2021,11,14,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
90,496,2021,11,14,ABC Telecom,South America,Guatemala,Sports,Tent for extreme weather
